"","gen","BRCA","COADREAD","GBM","GBMLGG","HNSC","KIPAN","KIRC","LGG","LUAD","LUSC","OV","STES","THCA","UCEC","n_significance"
"364","CHD9",0.459177,0.132135,0.491809,0.972561,0.11864,0.796087,0.880888,0.471569,0.320511,0.088547,0,0.560137,0.099503,0.033836,2
"365","CNTNAP4",0.619117,2e-05,0.587398,0.674128,0.324796,0.35006,0.261466,NA,0.235698,0.759125,0.66641,0.266165,1,0.016729,2
"366","COL1A2",0.658098,0.545106,0.515006,0.447964,0.969372,0.18735,0.142038,0.461125,0.069024,0.282447,0.234509,0.001657,0.957126,0.044367,2
"367","COL4A6",0.065168,0.071631,0.281513,0.43524,0.008444,0.709353,0.792077,0.627007,0.390386,0.522873,0.487722,0.258017,0.957126,0.017788,2
"368","COL6A3",0.840014,0,0.975744,0.093628,0.159436,0.090558,0.349663,0.001156,0.747754,0.124718,0.132856,0.7403,0.854459,0.09025,2
"369","CR1",0.561961,0.056656,NA,0.284191,0.663098,0.451941,0.747965,0.650393,0.62261,0.332449,0,0.724597,NA,0.032063,2
"370","CREBBP",0.285566,0.401531,0.179004,0.062266,0.045286,0.682945,0.645078,0.116833,0.196926,0.915328,0.592884,0.039098,0.957126,0.246116,2
"371","CSMD2",0.748856,0.001297,0.188635,0.114655,0.576103,0.059717,0.214299,0.057129,0.458148,0.338333,0.073416,0.27693,0.67803,0.007445,2
"372","CSMD3",0.120815,0.584311,0.874106,0.550286,0.137996,0.879226,0.499792,0.559459,0.716949,0.038819,0.441834,0.828264,0.872277,0.001932,2
"373","CUL7",0.476386,0.523342,NA,0.491095,0.147747,0.351798,0.282657,0.766035,0.703855,0.618226,0,0.222853,NA,0.034909,2
"374","CXorf57",0.547714,0.81508,0.218486,0.465383,0.344156,NA,NA,0.82297,0.220448,0.1516,0,0.57426,NA,0.024991,2
"375","DENND4C",0.50358,0.003417,0.897715,0.77947,0.935464,0.220602,0.298618,0.394634,0.280814,0.110115,0.89038,0.198852,1,0.016459,2
"376","DMBT1",0.575107,0,0.721009,0.284423,0.933401,0.40473,0.137953,0.057924,0.377237,0.911813,0.517097,0.189275,0.869037,0.013703,2
"377","DNAH10",0.680407,0.106491,0.978006,0.785888,0.005425,0.056409,0.153984,0.42319,0.890578,0.422416,0.394863,0.599147,0.909784,0.006117,2
"378","DNAH11",0.054053,0.000583,0.998633,0.30009,0.051683,0.105764,0.509255,0.202979,0.673067,0.771323,0.650396,0.418767,NA,0.009899,2
"379","DNAH12",0.638932,0.841401,0.241708,0.02055,NA,0.499881,0.913124,NA,0.263476,0.862501,0.213821,0.833258,NA,0.018883,2
"380","DNAH17",0.162641,NA,0.41028,0.73249,0.318779,0.436902,0.352015,0.382337,0.079893,0.007271,0.571554,0.581153,0.936243,0.017612,2
"381","DNAH3",0.626567,1e-06,0.670216,0.178765,0.769015,0.842725,0.548075,0.684213,0.849897,0.665787,0.809963,0.994811,0.92315,0.000305,2
"382","DNAH6",0.801357,0.854649,0.629885,0.630365,NA,0.764618,0.744626,0.915706,0.640655,0.241539,NA,0.000178,1,0.021435,2
"383","DOPEY2",0.386418,0.001643,NA,NA,0.303705,0.094202,0.103392,NA,0.758853,0.969378,0.401487,0.744862,NA,0.014274,2
"384","EPHA3",0.465646,0.009321,0.341384,0.27476,0.612091,0.911242,0.445639,0.531427,0.852482,0.204165,0.359019,0.010127,NA,0.06898,2
"385","EYS",0.958943,0.016308,0.78736,0.835723,NA,0.724747,0.87052,NA,0.809357,0.560819,0.062132,0.821393,NA,0.013767,2
"386","FAM83B",0.625432,0.810261,0.925867,0.740791,0.187042,0.425486,0.717956,0.528988,0.41315,0.220494,0,0.915103,0.957126,0.036078,2
"387","FAT1",0.6516,0,0.931357,0.221439,0.228926,0.173242,0.298543,0.146574,0.721202,0.160695,0.134608,0.351307,0.907185,4.7e-05,2
"388","FAT2",0.257749,4.4e-05,0.350086,0.875202,0.228243,0.54375,0.963618,0.391802,0.066083,0.383675,0.857726,0.730876,1,0.002276,2
"389","FBN1",0.066471,1e-06,0.282,0.469189,0.789517,0.12761,0.23725,0.904643,0.97782,0.476289,0.270256,0.893009,0.003518,0.082667,2
"390","FBN2",0.091046,0.263459,0.400193,0.531098,0.597455,0.735287,0.507223,0.00968,0.612908,0.128543,0.68654,0.271418,0.900087,0.007822,2
"391","FRAS1",0.835745,0.20972,0.099825,0.685583,0.00336,0.730637,0.563982,0.572984,0.489776,0.496834,0.517849,0.329436,0.957126,0.014893,2
"392","FREM2",0.9589,0.00174,0.588752,0.220414,0.868302,0.671201,0.586238,0.831454,0.753704,0.984647,0.197817,0.134258,NA,0.01684,2
"393","FRG1B",0.150856,NA,0.319846,0.00123,NA,0.001358,0.532059,NA,0.547959,NA,NA,0.30635,NA,0.346404,2
"394","GAPVD1",0.50414,0.768999,0.561756,0.65366,0.699792,0.446341,0.954818,1,0.502695,0.275355,0,0.095963,0.936243,0.025168,2
"395","GPR158",0.428978,0.000233,0.727178,0.23966,0.679126,0.209108,0.295888,NA,0.80215,0.520025,0.397498,0.886332,1,0.015894,2
"396","GRM5",0.943885,0.570143,0.40784,0.637274,0.098124,0.983092,0.84918,0.788466,0.754429,0.66494,0,0.611396,NA,0.02845,2
"397","HCN1",0.948168,0.33623,0.25356,0.039186,0.957379,0.204279,0.52601,0.591113,0.011641,0.409034,0.222082,0.786597,1,0.179473,2
"398","HEATR1",0.595363,0.256434,0.328921,0.373509,0.63644,0.749112,0.911394,0.624578,0.868199,0.954384,0,0.840933,0.936243,0.033394,2
"399","HEATR7B2",0.70241,0.186947,0.625071,0.015343,0.682003,0.946227,0.650163,NA,0.760289,0.053963,0.112698,0.649275,1,0.014839,2
"400","HERC2",0.152238,0.547787,0.243055,0.499879,0.024503,0.673612,0.543549,0.569103,0.41908,0.441168,0.263976,0.111722,NA,0.001986,2
"401","HFM1",0.098064,0.656515,0.325696,0.890798,0.275881,0.738097,0.257389,0.418242,0.102882,0.928877,0,0.160736,0.957126,0.027531,2
"402","HIVEP1",0.161172,0,0.333035,0.670629,0.663395,0.860472,0.300047,0.737133,0.414701,0.106171,0.447248,0.137246,0.936243,0.013924,2
"403","ITGAM",0.864995,0.392866,0.065031,0.509826,0.904637,0.510126,0.693126,NA,0.501315,0.365182,0,0.121407,0.936243,0.035348,2
"404","ITPR1",0.704181,1e-06,0.516649,0.162341,0.555295,0.118174,0.291097,0.092525,0.098806,0.151017,0.250694,0.90506,0.936243,0.0052,2
"405","JMJD1C",0.796875,0.780767,0.994628,0.362026,0.384411,0.061512,0.099679,0.906321,0.992593,0.293722,0,0.102545,0.487304,0.026631,2
"406","KANK1",0.641304,2e-06,0.358553,0.887377,0.309282,0.400496,0.358331,0.652281,0.963428,0.813098,0.620057,0.038088,NA,0.368904,2
"407","KAT6A",0.250461,NA,NA,0.587881,NA,0.132097,NA,0.805582,NA,NA,0,0.072074,NA,0.028122,2
"408","KCNA5",0.922992,0.754143,0.055875,0.005903,0.072597,NA,NA,NA,0.229847,0.367214,0.332377,0.006833,0.909784,0.192067,2
"409","KCNQ3",0.728503,0,NA,0.716214,0.287235,0.770382,0.377212,0.897678,0.726609,0.348785,0.573224,0.014201,NA,0.09843,2
"410","KIAA0947",0.275092,0.721755,0.483081,0.929319,8.2e-05,0.14692,0.325376,NA,0.218201,0.228229,0.529048,0.969289,0.936243,0.00914,2
"411","KIAA1109",0.580486,0.025556,0.510495,0.782282,0.264253,0.412558,0.273838,0.455128,0.070343,0.083598,0.953999,0.75884,0.098252,0.027739,2
"412","KIF20B",0.80675,0.027106,0.885308,0.703015,0.664719,0.953006,0.98788,0.674811,0.474908,0.856001,0.590291,0.675454,NA,0.010256,2
"413","KIRREL",0.951439,0.847507,0.8747,0.649888,0.628027,0.792823,0.782079,NA,0.365537,0.226713,0,0.08812,NA,0.037138,2
"414","KRAS",0.568679,0.652678,0.451564,0.441627,0.077926,0.517286,0.66741,0.817252,0.967667,0.167662,0,0.085855,0.900087,0.031,2
"415","LRP2",0.287108,0.000618,0.482414,0.901742,0.833063,0.498146,0.825903,0.14891,0.837721,0.23921,0.724269,0.05365,0.936243,4.6e-05,2
"416","MACF1",0.49707,0.91244,0.645205,0.175322,0.277296,0.11573,0.179057,0.002778,0.319347,0.107018,0.57716,0.756161,1,9.6e-05,2
"417","MAGI1",0.410534,0.245556,0.95634,0.770842,0.97709,0.108164,0.344302,0.889555,0.498628,0.383428,0,0.404379,0.857103,0.026322,2
"418","MAP3K1",0.141475,0.766009,0.362834,0.728596,0.332641,0.023347,0.129798,0.052768,0.748246,0.644504,0.815558,0.462102,0.67227,0.016789,2
"419","MAP3K5",0.493927,0.003417,0.843266,0.739083,0.384687,0.188865,0.394726,0.817252,0.065746,0.146416,0.889928,0.870286,NA,0.016302,2
"420","MBD6",0.764024,3e-06,0.522903,0.439231,0.147721,0.365232,0.353871,0.545688,0.066707,0.318331,0.199327,0.020825,0.957126,0.959772,2
"421","MDN1",0.544836,0,0.225529,0.559954,0.591531,0.877023,0.965738,0.925314,0.683506,0.737244,0.614287,0.933499,0.30016,0.022388,2
"422","MGA",0.251096,0.084613,0.435291,0.925527,0.300191,0.349373,0.189108,NA,0.452034,0.751528,0,0.76066,0.957126,0.033888,2
"423","MLL2",0.491871,0.751855,0.980383,0.216957,0.393848,0.228393,0.119067,NA,0.572365,0.168263,0.245777,0.013748,0.630841,0.03295,2
"424","MTR",0.440193,8.1e-05,NA,NA,0.736497,NA,NA,NA,0.312996,0.232799,0.05664,0.00184,NA,0.542199,2
"425","MUC4",0.967332,0.740773,0.607975,0.182202,0.609164,0.025261,0.827641,0.883372,0.967633,0.557289,0.235201,0.203175,NA,0.026016,2
"426","MUC5B",0.970755,0.360503,0.183727,0.81237,0.004436,0.232524,0.592781,0.762627,0.17864,0.813556,0.601948,0.059166,0.580301,0.000441,2
"427","MYH11",0.931318,0.123585,0.380052,0.522862,0.204571,0.317368,0.749525,0.004282,0.773552,0.505462,0.894526,0.100117,NA,0.012014,2
"428","MYH2",0.53419,0,0.136041,0.495965,0.770919,0.741442,0.826348,0.289401,0.935374,0.059305,0.230169,0.433795,0.936243,0.01071,2
"429","MYH6",0.842111,0.695798,0.926903,0.311194,0.123013,0.441219,0.136986,0.051116,0.878928,0.828935,0,0.494688,0.83137,0.029633,2
"430","MYH8",0.484357,0.243289,0.929365,0.34554,0.555441,0.614373,NA,0.296498,0.670058,0.559192,0,0.222727,0.936243,0.026491,2
"431","MYO10",0.912569,0.602487,0.126695,0.23627,0.049312,0.224565,0.249912,0.688796,0.453318,0.296715,0.714429,0.533021,0.936243,0.014704,2
"432","NCAM2",0.60246,0.000784,NA,NA,0.22699,0.45794,0.809629,NA,0.100486,0.320268,0.835897,0.711092,0.806973,0.018679,2
"433","NCOR1",0.296976,0.259443,0.521541,0.988228,0.980516,0.325498,0.454499,0.542145,0.625664,0.219267,0,0.79384,0.880708,0.030712,2
"434","NEB",0.308026,0,0.758689,0.469448,0.151346,0.11989,0.398976,0.648986,0.317737,0.954832,0.478865,0.998102,0.92315,0.000496,2
"435","NELL1",0.25994,0.009961,0.428932,0.957973,0.815319,0.45339,0.47864,0.106499,0.009711,0.204265,0.101169,0.66032,NA,0.196012,2
"436","NRG1",0.503019,0.696516,0.180959,0.760431,0.929735,0.961618,0.914134,0.722373,0.120411,0.820288,0,0.186823,0.794948,0.031193,2
"437","OBSCN",0.094474,1.9e-05,0.912146,0.07337,0.186622,0.298666,0.521887,0.171242,0.356398,0.134144,0.805188,0.842664,0.183537,0.003395,2
"438","PCDH17",0.451851,0.614843,0.685795,0.964308,0.96273,0.386036,0.287356,0.853608,0.415901,0.590416,0.003132,0.371409,NA,0.011123,2
"439","PDZRN4",0.627404,0.34686,0.570552,0.331658,0.583096,0.048795,0.626637,0.881012,0.468613,0.889892,0.544325,0.469287,0.911943,0.021372,2
"440","PIKFYVE",0.054567,2e-06,0.830347,0.864804,0.264913,0.459833,0.382678,0.688653,0.186027,0.352848,0.632218,0.530734,NA,0.014803,2
"441","PKD1L1",0.622671,0.176582,0.169781,0.143123,0.636588,0.959857,0.638233,0.72437,0.022405,0.933916,0.574637,0.745793,0.677884,0.035181,2
"442","PLXNA4",0.029967,1e-06,0.339645,0.055925,0.923696,0.667375,0.650078,0.690509,0.748338,0.356808,0.91093,0.216339,0.936243,0.200856,2
"443","PLXNC1",0.523426,0.191123,0.578829,0.668288,0.525439,0.455059,0.43788,NA,0.123619,0.743309,0,0.172096,1,0.029052,2
"444","POLQ",0.649587,0.666232,0.876841,0.884186,0.409217,0.822375,0.12477,0.528687,0.650209,0.274036,0,0.135443,1,0.026996,2
"445","PPFIA2",0.3753,0.060199,0.447541,0.173462,0.253896,0.766563,0.000649,NA,0.052447,0.492879,0.892637,0.072711,NA,0.023093,2
"446","PRUNE2",0.923101,0.296596,0.056082,0.151196,0.711712,0.633969,0.532344,0.906321,0.000469,0.58259,0.406481,0.296633,1,0.005401,2
"447","PTPN13",0.506144,0,0.316645,0.098675,0.898249,0.601895,0.898058,NA,0.46479,0.439391,0.426012,0.884545,0.936243,0.012633,2
"448","PTPN14",0.220851,0.498847,0.794392,0.822284,0.270583,0.376691,0.807965,0.79625,0.27487,0.921733,0,0.057394,NA,0.023868,2
"449","PTPRJ",0.076412,0.820925,0.743404,0.629146,0.963359,0.395552,0.28613,0.803014,0.929547,0.375022,2.3e-05,0.035241,0.632999,0.080103,2
"450","PTPRQ",0.136081,NA,NA,NA,NA,0.054266,0.137502,NA,NA,NA,0,0.078297,NA,0.033315,2
"451","RANBP2",0.707363,0,0.509097,0.379425,0.789813,0.692278,0.387369,0.757824,0.157876,0.707039,NA,0.010222,0.887443,0.063564,2
"452","RGPD3",0.379177,NA,0.502254,0.203638,0.857889,0.676814,0.321397,0.535961,0.321849,NA,0.385927,0.037217,NA,0.020736,2
"453","RNF17",1e-06,0.103202,0.217653,0.133881,0.826495,0.81347,0.980373,0.484064,0.706385,0.125983,0.059353,0.640023,NA,0.023195,2
"454","RNF213",0.558747,0.543283,0.02694,0.061192,0.943391,0.657931,0.522893,0.809605,0.394348,0.628723,0.261153,0.698559,0.936243,0.017255,2
"455","ROBO1",0.304969,0.051375,0.81036,0.467224,0.152016,0.294287,0.779496,0.889555,0.123952,0.534948,0,0.787635,NA,0.031612,2
"456","RP1",0.38998,0.000693,0.09411,0.253221,0.154209,0.806561,0.729996,0.636491,0.784567,0.490344,0.208612,0.236118,0.936243,0.009409,2
"457","RP1L1",0.935288,0.387492,0.305126,0.267812,0.901065,0.259357,0.289508,0.619522,0.098367,0.162308,0,0.954896,NA,0.03141,2
"458","RYR1",0.872813,0.013876,0.337571,0.584452,0.860093,0.464453,0.52913,0.220413,0.632003,0.655883,0.707689,0.339014,0.550189,0.000701,2
"459","SBF2",0.564137,0.78767,NA,NA,0.601081,0.20076,0.322921,NA,0.233541,0.586571,0,0.321144,0.769086,0.026894,2
"460","SCN3A",0.451849,0.060579,0.80536,0.702748,0.406699,0.912684,0.942261,0.469539,0.159199,0.062424,0.711868,0.063147,0.018642,0.023487,2
"461","SETD2",0.275556,0.408214,0.410722,0.755568,0.663682,0.01705,0.139278,0.783411,0.669019,0.487787,0.779051,0.987736,1,0.016517,2
"462","SI",0.781511,0.003104,0.163123,0.479225,0.196828,0.054692,0.302827,0.09046,0.891971,0.414176,0.626038,0.431942,1,0.004689,2
"463","SLC12A1",0.546583,0.705124,0.598372,0.686517,0.92064,0.691386,0.478466,NA,0.167458,0.808751,0,0.643421,NA,0.032754,2
"464","SLITRK2",0.573156,0.228036,0.653081,0.545344,0.94688,0.487536,0.736463,NA,0.727125,0.748447,0,0.089465,NA,0.029184,2
"465","SNRNP200",0.298951,0.787207,0.667592,0.569888,0.53889,0.404737,0.403982,0.754821,0.795091,0.35142,0,0.251435,NA,0.037091,2
"466","STAG1",0.297983,0.002401,0.549831,0.214094,0.24831,0.499995,0.509281,0.514609,0.776445,0.183026,0.468727,0.026236,0.632999,0.553471,2
"467","SYNE2",0.629679,0.006069,0.344328,0.833621,0.661662,0.372116,0.323576,0.377865,0.990826,0.7583,0.894141,0.058973,0.619727,0.016739,2
"468","SYNJ1",0.439189,0.028692,NA,0.655134,0.491833,0.496197,0.343233,0.847077,0.96116,0.425051,0.873398,0.526941,NA,0.020856,2
"469","SYNM",0.45268,0.797161,0.789281,0.436235,0.435531,0.169732,0.822182,NA,0.736654,0.416962,0,0.983016,NA,0.030891,2
"470","TECTA",0.780269,0.000147,0.525838,0.718913,0.259003,0.198829,0.76029,NA,0.67923,0.593072,0.793627,0.014435,0.909784,0.257569,2
"471","TEP1",0.85117,0.599103,0.672901,0.766461,0.788742,0.673286,0.655067,0.752468,0.353123,0.085869,0.670747,0.013504,0.029338,0.064029,2
"472","TIAM1",0.419799,0.0344,0.226808,0.540723,0.868068,0.118,0.589071,0.817252,0.716073,0.578218,0.896028,0.396285,NA,0.020706,2
"473","TNC",0.74102,0.024453,0.104213,0.414336,0.221311,0.279334,0.29284,0.762664,0.173886,0.553881,0.4454,0.968964,NA,0.025269,2
"474","TNIK",0.803469,0.395552,0.059277,0.380769,0.868205,0.225839,0.183165,NA,0.427455,0.445893,0,0.174808,0.909929,0.034509,2
"475","TRRAP",0.159667,0.131279,0.482773,0.43122,0.090771,0.500182,0.79075,0.295625,0.279053,0.705113,0.047973,0.260272,0.806973,0.017238,2
"476","UNC79",0.784638,NA,NA,0.479948,NA,0.880884,NA,0.76041,NA,NA,0,0.296014,0.900087,0.035747,2
"477","USP9X",0.22947,0,0.220197,0.703031,0.586432,0.726083,0.527463,0.566795,0.989734,0.448114,0.862008,0.429492,0.084852,0.004531,2
"478","VCAN",0.38201,0.001517,0.750673,0.311714,0.38907,0.897027,0.252393,0.803411,0.895564,0.132342,0.504031,0.524798,0.936243,0.002229,2
"479","VPS13C",0.499794,0.926527,0.101133,0.141342,0.101058,0.723774,0.541211,0.772554,0.039645,0.349489,0.445033,0.204153,0.909929,0.003209,2
"480","VPS13D",0.25108,0.189024,0.654068,0.569924,0.554441,0.422856,0.216048,0.32073,0.659052,0.410127,0,0.757775,0.936243,0.033033,2
"481","XIRP2",0.389021,0.000112,0.712158,0.149743,0.467724,0.791575,0.856321,0.514609,0.330767,0.173648,0.74696,0.568363,0.936243,0.003978,2
"482","ZC3H13",0.096467,0.902076,0.74143,0.615401,0.542662,0.198281,0.514823,0.915706,0.680063,0.286474,0,0.263235,0.817488,0.029065,2
"483","ZFP64",0.138861,0.72413,0.563963,0.459553,0.78322,0.947232,0.002371,0.574527,0.746681,0.518468,0.643245,0.004525,NA,0.190202,2
"484","ZNF407",0.433972,0.625247,0.496888,0.715461,0.238907,0.495719,0.376713,NA,0.135231,0.094116,0,0.071565,0.630841,0.031995,2
"485","ZNF462",0.762251,0.682561,0.017297,0.270595,0.11381,0.43252,0.908143,0.574527,0.625345,0.417018,0.621521,0.504185,0.632999,0.011992,2
"486","ZNF676",0.540879,0.774767,0.383829,0.300121,0.221156,0.636681,0.012938,0.646242,0.323362,0.499548,NA,0.035327,NA,0.20739,2
"487","ZNF99",0.401266,0.080229,0.973126,0.999826,0.414985,0.800088,0.960174,0.514609,0.435112,0.987251,0,0.063314,NA,0.033977,2
"488","ABCB1",0.734585,0.715764,0.755,0.967936,0.939311,0.274048,0.210049,0.859677,0.509145,0.075228,0.597415,0.85265,NA,0.014344,1
"489","AKAP9",0.898349,0.077163,0.770596,0.722571,0.46235,0.82858,0.754218,0.663735,0.23806,0.871176,0.208765,0.920968,0.553599,0.018407,1
"490","ARAP2",0.486677,0.17345,0.123515,0.714864,0.850081,0.338746,0.555086,NA,0.105733,0.62551,0.15904,0.374794,0.677884,0.011997,1
"491","ASXL1",0.202517,0.741586,0.357829,0.95279,0.15707,0.825487,0.257159,NA,0.154838,0.053152,0.59456,0.015949,0.817488,0.064051,1
"492","BAI3",0.882381,0.25186,0.20305,0.97159,0.147718,0.626788,0.905284,0.674811,0.082846,0.50362,0.477878,0.920241,0.630841,0.003495,1
"493","BDP1",0.537281,0.737505,0.258078,0.664625,0.649552,0.946799,0.668207,NA,0.290567,0.246615,NA,0.807505,0.858278,0.016183,1
"494","CCNB3",0.546913,0.139056,0.650725,0.997081,0.804088,0.987955,0.678887,0.569217,0.611201,0.88415,0.118076,0.166964,NA,0.013454,1
"495","CHD6",0.245593,0.728654,0.482419,0.905896,0.904755,0.861387,0.798531,0.560935,0.327302,0.633641,0.655725,0.601437,0.92315,0.02015,1
"496","CIC",0.455002,0.733003,0.509097,1e-06,0.271536,0.28551,0.344667,0.427903,0.614292,0.756251,0.059758,0.550086,NA,0.113285,1
"497","CNTN6",0.899455,0.148588,0.977204,0.164946,0.623832,0.32968,0.381858,NA,0.633636,0.346623,0.167445,0.534288,NA,0.020892,1
"498","CNTNAP2",0.331403,0.1343,0.623939,0.115306,0.185971,0.472965,0.091349,0.715104,0.433638,0.119202,0.713875,0.560399,NA,0.015045,1
"499","COL12A1",0.567005,0.09585,0.279314,0.611092,0.901585,0.233741,0.876277,0.382802,0.253981,0.719548,0.264197,0.077066,0.936243,0.010101,1
"500","COL24A1",0.417304,0.777359,0.333334,0.14318,0.237731,0.110457,0.245964,0.748778,0.335713,0.315671,0.931423,0.030881,0.909929,0.070604,1
"501","COL3A1",0.669193,0.500395,0.761452,0.34753,0.726876,0.135827,0.135146,0.532372,0.033769,0.610105,0.851656,0.767754,0.900087,0.098172,1
"502","CTNND2",0.758591,0.933477,0.306802,0.065653,0.025866,0.286746,0.206613,NA,0.508533,0.255149,0.28528,0.978399,0.858278,0.241091,1
"503","CUL9",0.263944,0.909493,0.313318,0.151384,0.387507,0.980502,0.658584,0.788466,0.338856,0.210923,0.325687,0.979078,0.936243,0.009344,1
"504","DCHS1",0.911923,0.137784,0.824911,0.383712,0.377083,0.885396,0.594626,0.302132,0.68322,0.256555,0.6808,0.934298,0.936243,0.011617,1
"505","DNAH7",0.497039,0.938832,0.439934,0.305287,0.15944,0.477312,0.278802,0.333129,0.538058,0.459779,0.593872,0.128447,0.907185,0.000127,1
"506","DOCK2",0.77112,0.064958,0.960605,0.367144,0.480777,0.201445,0.140854,0.771713,0.658491,0.787417,0.2484,0.708827,0.616481,0.016289,1
"507","F5",0.281466,0.112045,0.058321,0.058479,0.728473,0.939725,0.518714,0.639761,0.475996,0.845748,0.158191,0.712192,NA,0.004962,1
"508","FCGBP",0.129154,0.448981,0.414492,0.140288,0.356276,0.437948,0.817827,0.44628,0.207534,0.217142,0.194209,0.347319,0.909784,0.010355,1
"509","FN1",0.350831,0,0.9105,0.522047,0.600767,0.832302,0.360875,0.840748,0.494719,0.983653,0.372447,0.325655,0.936243,0.108753,1
"510","GRIN2A",0.091578,0.009948,0.924203,0.19433,0.865204,0.330412,0.45864,0.714681,0.980523,0.147503,0.187753,0.148453,0.880708,0.107405,1
"511","KALRN",0.289459,0.000762,0.893424,0.677063,0.199128,0.290886,0.193194,0.762778,0.624793,0.188533,0.458117,0.609572,NA,0.0651,1
"512","KIAA1409",NA,0,0.770084,0.472753,0.842709,0.441914,0.669995,NA,0.087474,0.531014,0.8565,0.709675,NA,NA,1
"513","LAMB4",0.864399,0.655779,0.535677,0.291508,0.939139,0.569583,0.901938,0.629705,0.053501,0.242859,0.752146,0.13056,0.677884,0.016018,1
"514","LOC100287226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006835,1
"515","LOC643677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8e-05,1
"516","MAP1A",0.261545,0.755154,0.711703,0.254208,0.732497,0.666761,0.180679,NA,0.715816,0.697092,0.193101,0.150622,0.843084,0.022257,1
"517","MIA3",0.379107,0.053435,0.779546,0.46404,0.37645,0.348677,0.301001,0.768721,0.753434,0.751006,0.068778,0.320548,0.936243,0.022371,1
"518","MKI67",0.108086,0.067891,0.421225,0.589835,0.290436,0.379962,0.345689,0.93086,0.064472,0.067596,0.800282,0.472052,0.936243,0.002332,1
"519","MLL",0.590349,0.312396,0.328605,0.073284,0.874511,0.413238,0.705302,NA,0.859939,0.897762,0.558345,0.125111,0.520489,0.014472,1
"520","MYOM2",0.262293,0.788958,0.653251,0.720655,0.19608,0.494661,0.538166,0.13538,0.356671,0.124128,0.836274,0.868523,0.889626,0.014286,1
"521","OTOGL",0.149454,NA,NA,0.330815,NA,0.544627,NA,0.646242,NA,NA,NA,0.913256,NA,0.004745,1
"522","PDE4DIP",0.256584,0.597747,0.984049,0.07762,0.07906,0.294256,0.300791,NA,0.744512,0.646309,0.566073,0.190698,0.880708,0.004985,1
"523","PRKDC",0.586859,0.323209,0.690769,0.565855,0.761405,0.643672,0.730682,0.760391,0.571547,0.68681,0.420686,0.14328,0.837679,0.01628,1
"524","PXDNL",0.543965,0.662655,0.896156,0.588617,0.83281,0.742692,0.638822,0.777377,0.465053,0.43324,0.110184,0.176041,0.936243,0.021376,1
"525","RIMBP2",0.917775,0.085084,0.699535,0.730177,0.573389,0.224822,0.372227,0.504761,0.889244,0.370262,0.118428,0.002335,NA,0.144036,1
"526","RIMS1",0.675974,0.216848,0.164767,0.973838,0.450731,0.295597,0.527724,0.669288,0.388668,0.278964,0.499061,0.73283,0.936243,0.007013,1
"527","SCN2A",0.110084,0.355549,0.651056,0.5615,0.994459,0.284633,0.062025,0.638153,0.512026,0.296868,0.677759,0.964863,0.817488,0.00818,1
"528","SDK1",0.476437,0.152333,0.43358,0.3463,0.614767,0.404957,0.229823,0.68217,0.915685,0.161379,0.872634,0.906806,0.880708,0.023673,1
"529","STARD9",0.403542,NA,NA,NA,NA,0.773775,0.593727,NA,NA,NA,NA,0.421057,NA,0.021984,1
"530","SYTL2",0.857942,0.143591,0.633263,0.30767,0.495837,0.645025,0.549523,0.994648,0.829,0.372559,0.846955,0.126863,1,0.015892,1
"531","TLN2",0.212496,0.298557,0.234095,0.303923,0.522457,0.101891,0.336062,0.886626,0.868931,0.208193,0.112817,0.640657,0.909784,0.009184,1
"532","Unknown",NA,0.376959,0.117444,0,NA,0.156935,0.204264,NA,0.376244,0.195529,NA,NA,NA,NA,1
"533","UTRN",0.058477,0.194738,0.149499,0.289032,0.83116,0.833049,0.877645,0.669607,0.32069,0.120625,0.930954,0.275888,1,0.004792,1
"534","WDFY4",0.813728,NA,NA,NA,NA,0.389542,0.417025,NA,NA,NA,NA,0.363612,NA,0.013526,1
"535","ZNF292",0.948323,0.389689,0.736818,0.516527,0.611002,0.538677,0.538837,0.808505,0.694497,0.148852,0.792496,0.206294,0.632999,0.003303,1
